"CONAME","lat","long","NAICS6","NAICSD","sales_M","employees","PUBPRV","HDBRCH","is_hq","STATE","STCITY","year"
"Web Basis Development",49.03496,-122.849003,541511,"Custom Computer Programming Services",0.207,1,NA,NA,TRUE,"BC","Surrey",2022
"Prestige Telecom Inc",49.043268,-122.790004,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"BC","Surrey",2022
"Orica Canada Inc",50.7639198303223,-119.331489562988,325920,"Explosives Manufacturing",7.106,22,NA,NA,TRUE,"BC","Tappen",2022
"Mike Macnabb",50.288774,-119.204842,541330,"Engineering Services",0.462,1,NA,NA,TRUE,"BC","Vernon",2022
"Eagle Professional Resources",49.880749,-97.137309,541511,"Custom Computer Programming Services",0.207,1,NA,2,FALSE,"MB","Winnipeg",2022
"Compugen Inc",49.888845,-97.149029,541511,"Custom Computer Programming Services",0.414,2,NA,2,FALSE,"MB","Winnipeg",2022
"Norwesco Canada Ltd",49.9069063,-97.0662295,336992,"Military Armored Vehicle, Tank, and Tank Component",4.932,6,NA,NA,TRUE,"MB","Winnipeg",2022
"Precursor Systems",49.866872,-97.189419,541511,"Custom Computer Programming Services",0.207,1,NA,NA,TRUE,"MB","Winnipeg",2022
"Delphi Consultative Surveys",49.8990116751953,-97.005952075,541370,"Surveying and Mapping (except Geophysical) Service",0.735,5,NA,NA,TRUE,"MB","Winnipeg",2022
"Fort Consulting Group Ltd",49.888651,-97.136288,541330,"Engineering Services",4.62,20,NA,NA,TRUE,"MB","Winnipeg",2022
"Ten Lives Industries",49.890153,-97.138565,333310,"Commercial and Service Industry Machinery Manufact",1.232,4,NA,NA,TRUE,"MB","Winnipeg",2022
"Adaptive Business Technologies",49.896247,-97.136877,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"MB","Winnipeg",2022
"Unisys Canada Inc",49.890606,-97.205559,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"MB","Winnipeg",2022
"Transgrid Solutions",49.801826,-97.148737,541330,"Engineering Services",3.234,14,NA,NA,TRUE,"MB","Winnipeg",2022
"RTDS Technologies Inc",49.805434,-97.140007,541330,"Engineering Services",6.468,28,NA,NA,TRUE,"MB","Winnipeg",2022
"C-CORE",47.570833,-52.738986,541330,"Engineering Services",16.17,70,NA,NA,TRUE,"NL","St. John's",2022
"Cadco Design Ltd",45.997711,-66.717971,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"NB","Richibucto Road",2022
"Bowringer Engineering Ltd",52.9394480519126,-66.9206486193989,541330,"Engineering Services",6.93,30,NA,NA,TRUE,"NL","Labrador City",2022
"Tetra Tech Canada",52.9379166,-66.9073137,541330,"Engineering Services",1.848,8,NA,2,FALSE,"NL","Labrador City",2022
"AIT Service Inc",46.106999,-60.224779,541511,"Custom Computer Programming Services",1.242,6,NA,NA,TRUE,"NS","Sydney",2022
"Provincial Medical Engrng Svc",46.1180163,-60.1714906,541330,"Engineering Services",1.155,3,NA,NA,TRUE,"NS","Sydney",2022
"Kokoszka International Trading",46.1567853,-60.1899344,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"NS","Sydney",2022
"Wetlands Engineering & Constr",45.79188,-63.520605,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"NS","Wallace",2022
"COMMUNITY Access Program",45.608367,-63.561966,541511,"Custom Computer Programming Services",0.207,1,NA,NA,TRUE,"NS","Wentworth",2022
"Miller Waste Systems",45.664595,-64.034548,333310,"Commercial and Service Industry Machinery Manufact",7.7,25,NA,2,FALSE,"NS","Springhill",2022
"Macdonald & Forbes",45.3638183864602,-63.27333780137,541370,"Surveying and Mapping (except Geophysical) Service",0.735,5,NA,NA,TRUE,"NS","Truro",2022
"Kingston Information Tech",44.393552,-77.019395,541511,"Custom Computer Programming Services",0.414,2,NA,NA,TRUE,"ON","Enterprise",2022
"JLA Surveyors Ltd",44.295646,-76.427374,541370,"Surveying and Mapping (except Geophysical) Service",0.882,6,NA,NA,TRUE,"ON","Kingston",2022
"Parsons Inc",44.231102,-76.4794068,541330,"Engineering Services",2.31,10,NA,2,FALSE,"ON","Kingston",2022
"Townsend Engineering",46.3778311612385,-82.6509632233945,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Elliot Lake",2022
"Faith Online Ltd",46.5111543,-84.3315698,541511,"Custom Computer Programming Services",0.414,2,NA,NA,TRUE,"ON","Sault Ste. Marie",2022
"Tenaris Algoma Tubes",46.529958,-84.370116,331110,"Iron and Steel Mills and Ferroalloy Manufacturing",7.973,7,NA,2,FALSE,"ON","Sault Ste. Marie",2022
"Chapman Computer Svc",46.525805,-84.345023,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"ON","Sault Ste. Marie",2022
"Westmount Engineering",45.040085,-78.50949,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Haliburton",2022
"Consolidated Hydro Ltd",44.535828,-78.73682,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","Fenelon Falls",2022
"BLM Engineering",43.152372,-79.36548,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"ON","Jordan Station",2022
"Coventry Street Pumping Sta",42.9831682460513,-79.2407091190769,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Welland",2022
"Robica Manufacturing Ltd",43.36048,-80.983451,336992,"Military Armored Vehicle, Tank, and Tank Component",69.87,85,NA,NA,TRUE,"ON","St Marys",2022
"Lee Consulting Ltd",43.3591015,-80.9932135,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Stratford",2022
"Hycotec Inc",43.189016,-79.518234,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Grimsby",2022
"Omi Canada Inc",43.062286,-81.766377,541330,"Engineering Services",1.617,7,NA,NA,TRUE,"ON","Arkona",2022
"OPTENAL",47.359335,-70.027466,541511,"Custom Computer Programming Services",0.207,1,NA,NA,TRUE,"QC","La Pocatiere",2022
"Multina Inc",45.886102,-72.518898,336999,"All Other Transportation Equipment Manufacturing",88.8,300,NA,NA,TRUE,"QC","Drummondville",2022
"Mc Cubbin N Consultants Inc",45.315464,-72.470278,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"QC","Foster",2022
"ICEB Inc",45.3561695,-72.6638942,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"QC","Shefford",2022
"Solutions & Technologies Indl",45.318916,-72.666744,541511,"Custom Computer Programming Services",0.207,1,NA,NA,TRUE,"QC","Bromont",2022
"Agro-Credit Inc",45.133555,-72.966454,541511,"Custom Computer Programming Services",0.621,3,NA,NA,TRUE,"QC","Bedford",2022
"Service De Protection Conte",45.100724,-73.25432,541330,"Engineering Services",6.93,30,NA,NA,TRUE,"QC","Henryville",2022
"Exp Global Inc",45.3028551,-73.2507571,541330,"Engineering Services",1.617,7,NA,2,FALSE,"QC","Saint-Jean-Sur-Richelieu",2022
"Habitations Guy Bertrand",45.785441,-74.079016,541370,"Surveying and Mapping (except Geophysical) Service",0.294,2,NA,NA,TRUE,"QC","Saint-Jerome",2022
"M C Svc Informatiques",45.3511716,-73.287922,541511,"Custom Computer Programming Services",0.621,3,NA,NA,TRUE,"QC","Saint-Jean-Sur-Richelieu",2022
"Servimet Inc",46.020402,-73.145081,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"QC","Sorel-Tracy",2022
"Tetra Tech Canada",47.382227,-61.85934,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"QC","Cap-Aux-Meules",2022
"Groupe Dhb Inc",46.64819,-70.99023,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"QC","Saint-Anselme",2022
"Metes & Bounds Technologies",44.316132,-80.075238,541370,"Surveying and Mapping (except Geophysical) Service",0.147,1,NA,NA,TRUE,"ON","Everett",2022
"Lavage Ultra",45.33006,-73.294764,333310,"Commercial and Service Industry Machinery Manufact",1.848,6,NA,NA,TRUE,"QC","Saint-Jean-Sur-Richelieu",2022
"Qualtech",45.874359,-72.517494,331110,"Iron and Steel Mills and Ferroalloy Manufacturing",22.78,20,NA,NA,TRUE,"QC","Drummondville",2022
"Joyal Groupe Expert Conseil",45.866524,-72.481194,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"QC","Drummondville",2022
"High Tech Innovation",52.174662,-106.629398,541511,"Custom Computer Programming Services",0.207,1,NA,NA,TRUE,"SK","Saskatoon",2022
"Integrated Designs Inc",52.14253,-106.657863,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"SK","Saskatoon",2022
"Prairie Waste Management Ltd",52.168513,-106.655792,333310,"Commercial and Service Industry Machinery Manufact",5.236,17,NA,NA,TRUE,"SK","Saskatoon",2022
"International Supply Systems",42.301526,-83.041445,333310,"Commercial and Service Industry Machinery Manufact",1.848,6,NA,NA,TRUE,"ON","Windsor",2022
"Lively Consulting Group Inc",42.312747,-82.818633,333310,"Commercial and Service Industry Machinery Manufact",0.624,3,NA,NA,TRUE,"ON","Windsor",2022
"Echo-Cad Design Ltd",42.255652,-82.981387,333310,"Commercial and Service Industry Machinery Manufact",0.624,3,NA,NA,TRUE,"ON","Windsor",2022
"Hrycay Consulting Engineer Inc",42.263989,-82.964363,541330,"Engineering Services",3.465,15,NA,NA,TRUE,"ON","Windsor",2022
"Progressive Software",42.274273,-82.99785,541511,"Custom Computer Programming Services",2.484,12,NA,NA,TRUE,"ON","Windsor",2022
"AECOM",42.258429,-82.997292,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"ON","Windsor",2022
"Mc Carthy Engineering Inc",42.274806,-83.052648,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Windsor",2022
"Les Services Express Inc",45.39955,-72.722542,541330,"Engineering Services",13.86,60,NA,2,FALSE,"QC","Granby",2022
"E & B Salvage",53.067573,-105.61197,331110,"Iron and Steel Mills and Ferroalloy Manufacturing",1.139,1,NA,NA,TRUE,"SK","Prince Albert",2022
"Fournier & Tremblay Arpenteurs",45.203755,-72.7469,541370,"Surveying and Mapping (except Geophysical) Service",2.499,17,NA,NA,TRUE,"QC","Cowansville",2022
"Mapleton Surveys",45.488708,-64.200191,541370,"Surveying and Mapping (except Geophysical) Service",0.294,2,NA,NA,TRUE,"NS","Southampton",2022
"Advantage Office Solutions",47.4227932,-68.3818004,333310,"Commercial and Service Industry Machinery Manufact",0.774,2,NA,NA,TRUE,"NB","Saint-Jacques",2022
"Arpentages Gatan Soucy",47.3639095,-68.2881388,541370,"Surveying and Mapping (except Geophysical) Service",0.147,1,NA,NA,TRUE,"NB","Saint-Basile",2022
"Technoconseil TC",46.802692,-71.246513,541511,"Custom Computer Programming Services",20.493,99,NA,NA,TRUE,"QC","Quebec",2022
"Designfusion",46.7752004,-71.2913585,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"QC","Quebec",2022
"Asselin Yvan Ing-Conseil",46.785779,-71.24139,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"QC","Quebec",2022
"Bdco Inc",46.811443,-71.211778,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"QC","Quebec",2022
"Tetra Tech Canada",46.799472,-71.324808,541330,"Engineering Services",18.48,80,NA,2,FALSE,"QC","Quebec",2022
"Consultants Laforte",46.797125,-71.179372,541330,"Engineering Services",1.617,7,NA,NA,TRUE,"QC","Levis",2022
"Genimed",46.8097326740741,-71.2298607407407,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"QC","Quebec",2022
"MCR Procedes & Technologies",46.802426,-71.251897,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"QC","Quebec",2022
"Norda Stelo",46.7629867984043,-71.1201588664894,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"QC","Levis",2022
"Simco Technologies Inc",46.802596,-71.32255,541330,"Engineering Services",5.544,24,NA,NA,TRUE,"QC","Quebec",2022
"Thermeca Inc",46.812262,-71.228017,541330,"Engineering Services",3.465,15,NA,NA,TRUE,"QC","Quebec",2022
"Morais Pol-Inox Inc",46.799348,-71.334461,331110,"Iron and Steel Mills and Ferroalloy Manufacturing",3.417,3,NA,NA,TRUE,"QC","Quebec",2022
"Le Groupe XYZ Civitas",46.813651,-71.223912,541370,"Surveying and Mapping (except Geophysical) Service",2.94,20,NA,NA,TRUE,"QC","Quebec",2022
"Geni-Metal",46.750036,-71.451216,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"QC","Saint-Augustin-De-Desmaures",2022
"SRM Associates",43.8607915,-78.8986791,541330,"Engineering Services",3.465,15,NA,NA,TRUE,"ON","Whitby",2022
"Rossland Optical",43.8999156,-78.939539,333310,"Commercial and Service Industry Machinery Manufact",1.144,4,NA,NA,TRUE,"ON","Whitby",2022
"Redact Conversions Canada Inc",43.8728295,-78.919186,334610,"Manufacturing and Reproducing Magnetic and Optical",0.909,9,NA,NA,TRUE,"ON","Whitby",2022
"Ivan B WALLACE Land Surveyor",43.971802,-78.196313,541370,"Surveying and Mapping (except Geophysical) Service",1.176,8,NA,NA,TRUE,"ON","Cobourg",2022
"O T Group",43.9686875,-78.1735438,333310,"Commercial and Service Industry Machinery Manufact",2.322,6,NA,NA,TRUE,"ON","Cobourg",2022
"Bruynson R W Architect Engr",43.955839,-78.826953,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"ON","Hampton",2022
"P D Mclaren Ltd",43.8607915,-78.8986791,333310,"Commercial and Service Industry Machinery Manufact",5.544,18,NA,NA,TRUE,"ON","Whitby",2022
"Shape Products Inc",43.8083057,-79.1322739,541330,"Engineering Services",3.234,14,NA,NA,TRUE,"ON","Pickering",2022
"Riesz Engineering",49.871175,-99.955776,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"MB","Brandon",2022
"R P Surveys Ltd",49.848441,-99.960739,541370,"Surveying and Mapping (except Geophysical) Service",0.882,6,NA,NA,TRUE,"MB","Brandon",2022
"Vern Hink",49.846889,-99.947383,541370,"Surveying and Mapping (except Geophysical) Service",0.441,3,NA,NA,TRUE,"MB","Brandon",2022
"Manitoba Water Svc Board",49.531869,-98.567908,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"MB","Notre Dame De Lourdes",2022
"Neufeld Landscaping Custom",49.1791073674185,-97.9389510929824,331110,"Iron and Steel Mills and Ferroalloy Manufacturing",1.139,1,NA,NA,TRUE,"MB","Winkler",2022
"Stephenfield Regional Water",49.480673,-98.296198,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"MB","Stephenfield",2022
"Watershed Technologies",46.5328521728516,-66.2020645141602,541511,"Custom Computer Programming Services",0.414,2,NA,NA,TRUE,"NB","Nelson Hollow",2022
"Geomembrane Technologies Inc",45.813416,-66.932027,541330,"Engineering Services",2.541,11,NA,NA,TRUE,"NB","Island View",2022
"Exp",45.856056,-66.454448,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"NB","Oromocto",2022
"Fire Training Assoc Ltd",45.899112,-66.672887,541330,"Engineering Services",1.617,7,NA,NA,TRUE,"NB","New Maryland",2022
"CAE Inc",45.845002,-66.449737,334511,"Search, Detection, Navigation, Guidance, Aeronauti",2.968,8,2,2,FALSE,"NB","Oromocto",2022
"Hatch Limited",45.93807,-66.65866,541330,"Engineering Services",48.51,210,NA,2,FALSE,"NB","Fredericton",2022
"Data Shepherd Ltd",45.956015,-66.650748,541511,"Custom Computer Programming Services",0.621,3,NA,NA,TRUE,"NB","Fredericton",2022
"Geomembrane Technologies Inc",45.919944,-66.61997,541330,"Engineering Services",22.869,99,NA,NA,TRUE,"NB","Fredericton",2022
"Central N B Surveys Ltd",45.96254,-66.622319,541370,"Surveying and Mapping (except Geophysical) Service",0.735,5,NA,NA,TRUE,"NB","Fredericton",2022
"Macnaughton Instrumentationr",45.958243,-66.644053,334610,"Manufacturing and Reproducing Magnetic and Optical",0.422,1,NA,NA,TRUE,"NB","Fredericton",2022
"Vision Network Inc",45.980218,-66.670454,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"NB","Fredericton",2022
"Carter Management Svc Inc",48.9323103,-57.9833191,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"NL","Corner Brook",2022
"CBC Regional Engineering",42.942385,-82.352865,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"ON","Sarnia",2022
"B & R Engineering Co Ltd",42.297487,-82.759711,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"ON","Emeryville",2022
"Adesco-North America Ltd",42.27328,-82.868854,541330,"Engineering Services",1.848,8,NA,NA,TRUE,"ON","Maidstone",2022
"CCS Engineering",42.1719675095238,-82.8234735161905,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Essex",2022
"Stantec",42.277004,-83.090691,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"ON","Windsor",2022
"Home Show",42.278566,-83.005842,541511,"Custom Computer Programming Services",1.449,7,NA,NA,TRUE,"ON","Windsor",2022
"Sciemetric Instruments Inc",42.283262,-82.9644,541511,"Custom Computer Programming Services",4.14,20,NA,NA,TRUE,"ON","Windsor",2022
"Chall-Eng Svc Inc",42.312349,-82.869047,541330,"Engineering Services",1.617,8,NA,NA,TRUE,"ON","Tecumseh",2022
"Coffey Geotechnics Inc",44.4078869,-79.6843531,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"ON","Barrie",2022
"Cadmold Design & Engineering",44.744312,-79.900988,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"ON","Midland",2022
"Tatham Engineering",44.737485,-79.955954,541330,"Engineering Services",0.693,9,NA,NA,TRUE,"ON","Tiny",2022
"District of Muskoka",44.769818,-79.322616,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"ON","Port Severn",2022
"Novanni Stainless Inc",44.69853,-79.558283,331110,"Iron and Steel Mills and Ferroalloy Manufacturing",56.95,50,NA,NA,TRUE,"ON","Coldwater",2022
"AMERICAN Water Canada Corp",44.447876,-79.661143,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"ON","Barrie",2022
"Chatham-Kent Puc",42.297117,-81.923025,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","Blenheim",2022
"Pinchin Environmental Ltd",42.275962,-82.428746,541330,"Engineering Services",1.617,7,NA,2,FALSE,"ON","Tilbury",2022
"Ghd Limited",42.586906,-82.402843,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"ON","Wallaceburg",2022
"Compugen Inc",48.412008,-89.258285,541511,"Custom Computer Programming Services",0.621,3,NA,2,FALSE,"ON","Thunder Bay",2022
"Maintenance of Way Engineering",45.649825,-76.391943,541330,"Engineering Services",0.693,4,NA,NA,TRUE,"QC","Shawville",2022
"Hall Lake Water Treatment",55.066527,-105.307156,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"SK","La Ronge",2022
"Athabasca Land Claims",53.2039661,-105.7570689,541370,"Surveying and Mapping (except Geophysical) Service",0.588,4,NA,NA,TRUE,"SK","Prince Albert",2022
"Technical Services",53.186099,-105.60245,541330,"Engineering Services",6.93,30,NA,NA,TRUE,"SK","Prince Albert",2022
"Silhouette Computer Solutions",52.114262955122,-106.62044455922,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"SK","Saskatoon",2022
"Hutchtech Inc",52.1033886,-106.5808976,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"SK","Saskatoon",2022
"RMG Technologies Corp",52.129671,-106.601941,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"SK","Saskatoon",2022
"Schulte Industries",52.142159,-106.631043,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"SK","Saskatoon",2022
"Pavement Scientific Intl",52.129913,-106.597574,541330,"Engineering Services",18.48,80,NA,NA,TRUE,"SK","Saskatoon",2022
"Neegan Burnside Engineering",52.114262955122,-106.62044455922,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"SK","Saskatoon",2022
"Webb & Webster Surveys Ltd",52.115837,-106.6554,541370,"Surveying and Mapping (except Geophysical) Service",1.47,10,NA,NA,TRUE,"SK","Saskatoon",2022
"Creditor Resources Inc",52.166917,-106.585615,541511,"Custom Computer Programming Services",0.207,1,NA,NA,TRUE,"SK","Saskatoon",2022
"Armstrongdouglas",43.0106014638381,-81.1774160181462,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"ON","London",2022
"Renu Paper",42.922271,-81.258951,333310,"Commercial and Service Industry Machinery Manufact",1.232,4,NA,NA,TRUE,"ON","London",2022
"EBC Co",42.998633,-81.168205,333310,"Commercial and Service Industry Machinery Manufact",0.616,2,NA,NA,TRUE,"ON","London",2022
"Virtual Magic",42.926757,-81.223856,541511,"Custom Computer Programming Services",0.207,1,NA,NA,TRUE,"ON","London",2022
"AVC Consulting",43.019578,-81.2295845,334610,"Manufacturing and Reproducing Magnetic and Optical",0.202,2,NA,NA,TRUE,"ON","London",2022
"Millennium Custom Software",42.978261,-81.321546,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"ON","London",2022
"Campbell Metal Specialties",42.98662,-81.214816,331110,"Iron and Steel Mills and Ferroalloy Manufacturing",0.946,1,NA,NA,TRUE,"ON","London",2022
"Nielsen It Consulting Inc",42.981139,-81.240156,541511,"Custom Computer Programming Services",1.863,9,NA,NA,TRUE,"ON","London",2022
"Forest City Irrigation",43.04705,-81.2488,333310,"Commercial and Service Industry Machinery Manufact",0.616,2,NA,NA,TRUE,"ON","London",2022
"Cy-Tech Enterprises Inc",53.424818,-114.050871,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"AB","Spruce Grove",2022
"De Blois Berube Lavigne Inc",48.231872,-78.140498,541370,"Surveying and Mapping (except Geophysical) Service",0.147,1,NA,NA,TRUE,"QC","Malartic",2022
"Erabilere Leonel Lapierre",47.220256,-79.356431,333310,"Commercial and Service Industry Machinery Manufact",0.754,2,NA,NA,TRUE,"QC","Fabre",2022
"Consultaction",48.2004361,-79.0266465,541511,"Custom Computer Programming Services",0.207,1,NA,NA,TRUE,"QC","Rouyn-Noranda",2022
"Systech Automatisation Inc",48.219222,-79.024864,334610,"Manufacturing and Reproducing Magnetic and Optical",2.954,7,NA,NA,TRUE,"QC","Rouyn-Noranda",2022
"Control Reliable Hydraulics",43.307277,-79.845808,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"ON","Burlington",2022
"Astrokeys Inc",43.342705,-79.803474,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"ON","Burlington",2022
"Sr & Ed Engineering Inc",43.362559,-79.789885,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"ON","Burlington",2022
"Emco Waterworks",55.177082,-118.850681,333310,"Commercial and Service Industry Machinery Manufact",0.924,3,NA,2,FALSE,"AB","Grande Prairie",2022
"Midwest Surveys Inc",55.172068,-118.803358,541370,"Surveying and Mapping (except Geophysical) Service",1.764,12,NA,2,FALSE,"AB","Grande Prairie",2022
"Top Gun Oilfield Svc",55.243834,-118.790247,333310,"Commercial and Service Industry Machinery Manufact",15.4,50,NA,NA,TRUE,"AB","Clairmont",2022
"Caribou Land Svc Ltd",55.1765748,-118.759202,541370,"Surveying and Mapping (except Geophysical) Service",0.147,1,NA,NA,TRUE,"AB","Grande Prairie",2022
"Can-Am Geomatics Corp",55.151213,-118.827571,541370,"Surveying and Mapping (except Geophysical) Service",0.735,5,NA,NA,TRUE,"AB","Grande Prairie",2022
"Aztec Engineering Inc",55.1684146,-118.847996,541330,"Engineering Services",6.93,45,NA,NA,TRUE,"AB","Grande Prairie",2022
"Mpa Engineering Ltd",55.151213,-118.827571,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"AB","Grande Prairie",2022
"Hatch Limited",43.265566,-79.83234,541330,"Engineering Services",5.775,25,NA,NA,TRUE,"ON","Hamilton",2022
"JNE Consulting Ltd",43.2451772,-79.760106,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"ON","Hamilton",2022
"Firestop Strategies Ltd",43.250646,-79.801812,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"ON","Hamilton",2022
"Jocelyn Roof Consultants Group",43.259568,-79.882334,541330,"Engineering Services",0.328,2,NA,NA,TRUE,"ON","Hamilton",2022
"Enerplan Building Consultants",43.2325768698108,-79.7200006915807,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Hamilton",2022
"Emerson Automation Solutions",43.187685,-79.83269,541330,"Engineering Services",6.93,30,NA,2,FALSE,"ON","Hamilton",2022
"Ink Link Cartriges",43.231027,-79.851465,333310,"Commercial and Service Industry Machinery Manufact",0.387,1,NA,NA,TRUE,"ON","Hamilton",2022
"Bell Helicopter Textron",45.907871,-66.695686,336411,"Aircraft Manufacturing",0.605,1,NA,NA,TRUE,"NB","New Maryland",2022
"Advanced Concepts Mechanical",49.83661,-97.050103,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"MB","Winnipeg",2022
"North Shore Pumphouse",50.623763,-96.257569,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"MB","Pine Falls",2022
"Kaschper Racing Shells Ltd",43.25412,-81.445985,336612,"Boat Building",2.178,11,NA,NA,TRUE,"ON","Lucan",2022
"Commonwealth Rbs",43.01676,-81.162486,541511,"Custom Computer Programming Services",0.207,1,NA,NA,TRUE,"ON","London",2022
"Banes Littlejohn Engineering",43.038619,-81.252795,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","London",2022
"Rack Engineering Svc",43.0106014638381,-81.1774160181462,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","London",2022
"Acumeng Inc",43.020782,-81.2125665,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"ON","London",2022
"2 True Computer Corp",43.0069735,-81.1985935,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"ON","London",2022
"SCL Controls Ltd",42.9237885,-81.207683,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"ON","London",2022
"Integrated Engineering",43.007924,-81.338226,541330,"Engineering Services",2.772,12,NA,NA,TRUE,"ON","London",2022
"Trevlac Computer Svc Ltd",43.0106014638381,-81.1774160181462,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"ON","London",2022
"On X Enterprise Solutions",42.980907,-81.250456,541511,"Custom Computer Programming Services",1.035,5,NA,2,FALSE,"ON","London",2022
"CCSI",43.005485,-81.197206,541511,"Custom Computer Programming Services",1.863,9,NA,NA,TRUE,"ON","London",2022
"Ies Group Inc",42.9335285,-81.2043115,541330,"Engineering Services",1.848,8,NA,NA,TRUE,"ON","London",2022
"Bombardier Aerospace",46.349498,-79.4309,336411,"Aircraft Manufacturing",3.025,5,NA,NA,TRUE,"ON","North Bay",2022
"D M Wills Assoc Ltd",46.275845,-80.295412,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"ON","Lavigne",2022
"BPR Inc",52.212779,-78.193209,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"QC","Eastmain",2022
"Renovation Cadastrale",48.236646,-79.030236,541370,"Surveying and Mapping (except Geophysical) Service",2.94,20,NA,NA,TRUE,"QC","Rouyn-Noranda",2022
"Action Detailer Supply",43.273694,-80.002393,333310,"Commercial and Service Industry Machinery Manufact",2.772,9,NA,NA,TRUE,"ON","Dundas",2022
"Pacific-Spray Booths",49.255599,-123.185096,333310,"Commercial and Service Industry Machinery Manufact",1.08,3,NA,NA,TRUE,"BC","Vancouver",2022
"Eden Copiers",49.260494,-122.890928,333310,"Commercial and Service Industry Machinery Manufact",1.935,5,NA,NA,TRUE,"BC","Coquitlam",2022
"Taylor Britt Consulting Ltd",49.24776,-122.782767,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"BC","Port Coquitlam",2022
"Swann Marine Consulting",49.258473,-123.23346,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"BC","Vancouver",2022
"RBM Inc",49.2854783,-123.1194253,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"BC","Vancouver",2022
