"CONAME","lat","long","NAICS6","NAICSD","sales_M","employees","PUBPRV","HDBRCH","STATE","STCITY","year"
"J P A K Engrng & Consltng Inc",50.967054,-113.678555,541330,"Engineering Services",0.585,3,NA,NA,"AB","Langdon",2025
"LPS Canada Inc",43.8263079,-79.0579522,541330,"Engineering Services",0.585,3,NA,NA,"ON","Pickering",2025
"International Leak",43.840286,-79.030253,541330,"Engineering Services",0.358,3,NA,NA,"ON","Ajax",2025
"Mpe Engineering Ltd",53.6477,-113.572935,541330,"Engineering Services",0.585,3,NA,NA,"AB","St. Albert",2025
"ASC Operations",45.634118,-76.862235,541330,"Engineering Services",0.585,3,NA,NA,"ON","Cobden",2025
"Durham Fire Protection",43.896532,-78.874049,541330,"Engineering Services",0.585,3,NA,NA,"ON","Oshawa",2025
"Lamar Engineering Conslnts Ltd",48.9622432,-57.9218365,541330,"Engineering Services",0.585,3,NA,NA,"NL","Corner Brook",2025
"Ridgeline Engineering Inc",52.334464,-109.336534,541330,"Engineering Services",0.585,3,NA,NA,"SK","Unity",2025
"Dawner Services Ltd",53.949531,-122.756445,541330,"Engineering Services",0.78,4,NA,NA,"BC","Prince George",2025
"Stone Mountain Projects Ltd",53.924959,-122.741361,541330,"Engineering Services",0.78,4,NA,NA,"BC","Prince George",2025
"Apex Industrial Solutions Inc",53.949531,-122.756445,541330,"Engineering Services",1.95,10,NA,NA,"BC","Prince George",2025
"Kerkhoff Technologies Inc",49.142424,-121.9690271,541330,"Engineering Services",0.78,4,NA,NA,"BC","Chilliwack",2025
"Design & Bldg Permit Svc Inc",43.611576,-79.696267,541330,"Engineering Services",0.585,3,NA,NA,"ON","Mississauga",2025
"Hawk Ridge Systems",43.68594,-79.605352,541330,"Engineering Services",0.585,3,NA,NA,"ON","Mississauga",2025
"Hawraz Mechanical System Inc",43.626271,-79.665959,541330,"Engineering Services",0.585,3,NA,NA,"ON","Mississauga",2025
"Kremsico Engineering Inc",43.5573575,-79.6735486,541330,"Engineering Services",0.585,3,NA,NA,"ON","Mississauga",2025
"Ward & Burke Microtunnelling",43.603477,-79.775441,541330,"Engineering Services",0.78,4,NA,NA,"ON","Mississauga",2025
"Laporte Consultants",43.664245,-79.596854,541330,"Engineering Services",0.585,3,NA,NA,"ON","Mississauga",2025
"C2P",43.6246323,-79.657878,541330,"Engineering Services",0.585,3,NA,NA,"ON","Mississauga",2025
"R J Burnside & Assoc Ltd",43.6144536,-79.7424137,541330,"Engineering Services",6.822,35,NA,NA,"ON","Mississauga",2025
"ESI Information Technologies",43.649038,-79.378566,541330,"Engineering Services",5.848,30,NA,NA,"ON","Toronto",2025
"Ailmar Engineering",43.217124,-79.758196,541330,"Engineering Services",0.195,1,NA,NA,"ON","Stoney Creek",2025
"Helix Engineering Ltd",55.189497,-118.797394,541330,"Engineering Services",0.585,3,NA,NA,"AB","Grande Prairie",2025
"Braceland Mechanical",46.267493,-79.420904,541330,"Engineering Services",0.585,3,NA,NA,"ON","North Bay",2025
"Gridline Design Inc",46.31219,-79.462709,541330,"Engineering Services",0.78,4,NA,NA,"ON","North Bay",2025
"Inviro Engineered Systems Ltd",49.0528612,-122.3148236,541330,"Engineering Services",0.78,4,NA,NA,"BC","Abbotsford",2025
"Ductors Vent Cleaning",49.0385228,-122.2998616,541330,"Engineering Services",0.585,3,NA,NA,"BC","Abbotsford",2025
"Geopacific Consultants Ltd",50.665735,-120.22218,541330,"Engineering Services",0.585,3,NA,NA,"BC","Kamloops",2025
"R & A Engineering Ltd",50.674217,-120.334271,541330,"Engineering Services",0.78,4,NA,NA,"BC","Kamloops",2025
"Corbo Inc",51.062829,-113.888566,541330,"Engineering Services",0.585,3,NA,NA,"AB","Calgary",2025
"Vibro Dynamics Inc",53.7394988,-113.0390751,541330,"Engineering Services",1.95,10,NA,NA,"AB","Fort Saskatchewan",2025
"5 Star Fire Protection Ltd",49.122511,-122.650818,541330,"Engineering Services",0.585,3,NA,NA,"BC","Langley",2025
"Kokanee Helicopters",50.85,-122.833332,336411,"Aircraft Manufacturing",0.964,2,NA,NA,"BC","Gold Bridge",2025
"Broen Engineering Ltd",53.3638,-113.728319,541330,"Engineering Services",0.585,3,NA,NA,"AB","Devon",2025
"Stratum Logics",53.647987,-113.573093,541330,"Engineering Services",8.187,42,NA,NA,"AB","St. Albert",2025
"Monaghan Engineering-Consltng",50.26238,-119.276372,541330,"Engineering Services",1.17,6,NA,NA,"BC","Vernon",2025
"Ingespro CP 1722",48.347376,-64.665453,541330,"Engineering Services",0.585,3,NA,NA,"QC","Chandler",2025
"KLB Engineering Ltd",49.533355,-115.74305,541330,"Engineering Services",0.585,3,NA,NA,"BC","Cranbrook",2025
"Shal Consulting Engineers Ltd",43.69487,-79.8089527,541330,"Engineering Services",0.585,3,NA,NA,"ON","Brampton",2025
"Del Bove Building Consultants",43.411643,-79.732586,541330,"Engineering Services",0.78,4,NA,NA,"ON","Oakville",2025
"Sr & Ed Engineering Inc",43.432549,-79.745522,541330,"Engineering Services",0.585,3,NA,NA,"ON","Oakville",2025
"Groupe Roy Consultants Ltee",48.06036,-65.250412,541330,"Engineering Services",0.585,3,NA,NA,"QC","Paspebiac",2025
"Groupe Roy Consultants Ltee",48.06036,-65.250412,541330,"Engineering Services",0.585,3,NA,NA,"QC","Paspebiac",2025
"Groupe Roy Consultants Ltee",48.06036,-65.250412,541330,"Engineering Services",0.585,3,NA,NA,"QC","Paspebiac",2025
"Roy Consultants",48.06036,-65.250412,541330,"Engineering Services",0.195,1,NA,NA,"QC","Paspebiac",2025
"Roy Consultants",48.06036,-65.250412,541330,"Engineering Services",0.195,1,NA,NA,"QC","Paspebiac",2025
"Roy Consultants",48.06036,-65.250412,541330,"Engineering Services",0.195,1,NA,NA,"QC","Paspebiac",2025
"Perdue Geotechnical Svc Ltd",49.4944768,-117.2945223,541330,"Engineering Services",0.585,3,NA,NA,"BC","Nelson",2025
"Bba",48.476188,-81.333198,541330,"Engineering Services",1.365,7,NA,NA,"ON","Timmins",2025
"Envenio Inc",46.231169,-66.440736,541330,"Engineering Services",0.585,3,NA,NA,"NB","Nashwaak Village",2025
"Dayton Engineering & Consltng",45.813416,-66.932027,541330,"Engineering Services",1.95,10,NA,NA,"NB","Island View",2025
"True Consulting",49.095653,-117.709194,541330,"Engineering Services",0.78,4,NA,NA,"BC","Trail",2025
"Tullch Contract Admin",48.717839,-86.37784,541330,"Engineering Services",0.585,3,NA,NA,"ON","Marathon",2025
"Corner Stone Engineering",49.226284,-122.655969,541330,"Engineering Services",0.585,3,NA,NA,"BC","Maple Ridge",2025
"Costello Associates",46.410985,-81.001208,541330,"Engineering Services",0.585,3,NA,NA,"ON","Sudbury",2025
"Urs Canada Inc",46.132885,-80.823079,541330,"Engineering Services",0.585,3,NA,NA,"ON","Alban",2025
"2E Vie Homestaging",46.870918,-70.924278,541330,"Engineering Services",0.195,1,NA,NA,"QC","St Michel Bellch",2025
"Canadian Home Rotors",50.6391525268555,-93.236457824707,336411,"Aircraft Manufacturing",17.833,37,NA,NA,"ON","Ear Falls",2025
"Mig Engineering",42.981316,-82.402585,541330,"Engineering Services",2.729,14,NA,NA,"ON","Sarnia",2025
"Parkland Geotechnical Consltng",50.998335,-114.059932,541330,"Engineering Services",0.975,5,NA,NA,"AB","Calgary",2025
"Schweitzer Engineering LBRTS",51.094083,-114.010593,541330,"Engineering Services",0.585,3,NA,NA,"AB","Calgary",2025
"JDQ Engineering Ltd",50.2637513,-119.272421,541330,"Engineering Services",0.585,3,NA,NA,"BC","Vernon",2025
"Enerphase Solutions Ltd",51.011683,-114.036091,541330,"Engineering Services",1.95,10,NA,NA,"AB","Calgary",2025
"Stealth Acoustical & Emission",50.9639646,-113.8853022,541330,"Engineering Services",0.585,3,NA,NA,"AB","Calgary",2025
"Rapid Design Group",53.2884816,-113.5217383,541330,"Engineering Services",2.339,12,NA,NA,"AB","Leduc",2025
"Phoenix Fire Protection Ltd",49.117676,-122.652316,541330,"Engineering Services",0.78,4,NA,NA,"BC","Langley",2025
"RPS Energy Canada Ltd",51.0496618,-114.0723191,541330,"Engineering Services",9.746,50,NA,NA,"AB","Calgary",2025
"Poseidon Consulting Inc",49.149809,-122.787235,541330,"Engineering Services",0.585,3,NA,NA,"BC","Surrey",2025
"De La Garza Fire Protection",49.104398,-122.679717,541330,"Engineering Services",0.195,1,NA,NA,"BC","Langley",2025
"Acemen Engineering Ltd",49.260537,-122.915012,541330,"Engineering Services",0.585,3,NA,NA,"BC","Burnaby",2025
"Jeff Allester Engineering Ltd",49.204403,-123.142339,541330,"Engineering Services",0.585,3,NA,NA,"BC","Vancouver",2025
"Primary Engineering",49.2218,-122.984791,541330,"Engineering Services",2.924,15,NA,NA,"BC","Burnaby",2025
"Sadlier-Brown Consulting Ltd",49.284648,-123.114909,541330,"Engineering Services",0.195,1,NA,NA,"BC","Vancouver",2025
"St Mikel Consulting Inc",49.209983,-123.1202,541330,"Engineering Services",0.585,3,NA,NA,"BC","Vancouver",2025
"Engineering Task",48.511748,-123.362181,541330,"Engineering Services",11.695,60,NA,NA,"BC","Victoria",2025
"South Island Environmental",48.644401,-123.622553,541330,"Engineering Services",0.78,4,NA,NA,"BC","Shawnigan Lake",2025
"Herold Engineering Ltd",48.423346,-123.356841,541330,"Engineering Services",3.119,16,NA,NA,"BC","Victoria",2025
"Jacobs Engineering Group Inc",48.4335171,-123.3809958,541330,"Engineering Services",4.873,25,NA,NA,"BC","Victoria",2025
"Sargent & Assoc Engineering",48.4680163,-123.3628468,541330,"Engineering Services",0.585,3,NA,NA,"BC","Victoria",2025
"Secretgbispy",46.116823,-64.855532,334511,"Search, Detection, Navigation, Guidance, Aeronauti",12.451,53,NA,NA,"NB","Moncton",2025
"Society of Mfg Engineers",43.816422,-79.349375,541330,"Engineering Services",0.585,3,NA,NA,"ON","Markham",2025
"Trail Engineering",50.6543014,-120.2638216,541330,"Engineering Services",0.585,3,NA,NA,"BC","Kamloops",2025
"Greecon Technologies Ltd",49.193256,-122.996666,541330,"Engineering Services",1.17,6,NA,NA,"BC","Burnaby",2025
"Mc Elhanney Consulting Svc Ltd",49.8849,-119.431907,541330,"Engineering Services",0.195,1,NA,NA,"BC","Kelowna",2025
"Bermel Engineering",53.5876,-113.4253,541330,"Engineering Services",3.899,20,NA,NA,"AB","Edmonton",2025
"G D Jewell Engineering Inc",44.249877,-76.485928,541330,"Engineering Services",0.585,3,NA,NA,"ON","Kingston",2025
"Innovex Consultants",48.08671,-77.88538,541330,"Engineering Services",0.585,3,NA,NA,"QC","Val-D'or",2025
"Innovex",48.2474531,-79.0165143,541330,"Engineering Services",0.585,3,NA,NA,"QC","Rouyn-Noranda",2025
"Mca Consultants Inc",44.711855,-63.587502,541330,"Engineering Services",3.119,16,NA,NA,"NS","Dartmouth",2025
"Ricas",44.700629,-63.579706,541330,"Engineering Services",0.585,3,NA,NA,"NS","Dartmouth",2025
"Tate Engineering Inc",44.8934163,-63.5874102,541330,"Engineering Services",0.585,3,NA,NA,"NS","Oakfield",2025
"Tate Engineering Inc",44.8934163,-63.5874102,541330,"Engineering Services",0.585,3,NA,NA,"NS","Oakfield",2025
"BCM Consulting Ltd",44.7844519,-63.6782682,541330,"Engineering Services",0.195,1,NA,NA,"NS","Lower Sackville",2025
"Bronswerk Marine Inc",44.665056,-63.594867,541330,"Engineering Services",0.585,3,NA,NA,"NS","Halifax",2025
"CSMG Inc",44.708068,-63.608741,541330,"Engineering Services",0.585,3,NA,NA,"NS","Dartmouth",2025
"Fondation De L'Ordre Des",45.376175,-71.897284,541330,"Engineering Services",0.585,3,NA,NA,"QC","Sherbrooke",2025
"Martin C Blouin",45.2330527,-72.159378,541330,"Engineering Services",0.195,1,NA,NA,"QC","Magog",2025
"Gersa Canada Inc",42.298965,-82.955626,541330,"Engineering Services",0.585,3,NA,NA,"ON","Windsor",2025
"Montane Geotechnical Inc",51.194218,-114.485044,541330,"Engineering Services",0.585,3,NA,NA,"AB","Cochrane",2025
"Great Northern Engrng Conslnts",49.259158,-122.9134395,541330,"Engineering Services",0.585,3,NA,NA,"BC","Burnaby",2025
"S M I Saciliop",56.244799,-120.836041,541330,"Engineering Services",0.975,5,NA,NA,"BC","Fort St. John",2025
"Orexus Engineering Cnsltng",49.276673,-123.129,541330,"Engineering Services",0.585,3,NA,NA,"BC","Vancouver",2025
"Pic Engineering Inc",51.008833,-113.957205,541330,"Engineering Services",0.585,3,NA,NA,"AB","Calgary",2025
"Ainsworth Engineered LP",58.520624,-117.133866,541330,"Engineering Services",0.585,3,NA,NA,"AB","High Level",2025
"Temec Engineering Group Ltd",53.4785381,-113.4796208,541330,"Engineering Services",0.195,1,NA,NA,"AB","Edmonton",2025
"Quantum Design & Technologies",53.320108,-113.516719,541330,"Engineering Services",2.924,15,NA,NA,"AB","Nisku",2025
"Bayside Structural Details Inc",46.087718,-64.784569,541330,"Engineering Services",0.78,4,NA,NA,"NB","Moncton",2025
"Aec Engineering",46.090764,-64.784683,541330,"Engineering Services",0.78,4,NA,NA,"NB","Moncton",2025
"Conquest Engineering Ltd",46.073932,-64.832308,541330,"Engineering Services",0.78,4,NA,NA,"NB","Moncton",2025
"Hoadley Engineering Inc",46.081571,-64.828725,541330,"Engineering Services",0.78,4,NA,NA,"NB","Moncton",2025
"Lancor Structual Design Ltd",46.2192807,-64.5436063,541330,"Engineering Services",0.585,3,NA,NA,"NB","Shediac",2025
"Yt Gifts Co Ltd",45.406411,-75.6842975,541330,"Engineering Services",0.585,3,NA,NA,"ON","Ottawa",2025
"CMP Design",45.402409,-75.620549,541330,"Engineering Services",0.585,3,NA,NA,"ON","Ottawa",2025
"Thurber Engineering I TD",45.4024,-75.620893,541330,"Engineering Services",0.195,1,NA,NA,"ON","Ottawa",2025
"Tandem Networks Inc",45.364183,-75.618976,541330,"Engineering Services",9.746,50,NA,NA,"ON","Gloucester",2025
"Tandem Networks Inc",45.364183,-75.618976,541330,"Engineering Services",9.746,50,NA,NA,"ON","Gloucester",2025
"Bryson Engineering",45.2803933,-75.9255494,541330,"Engineering Services",0.585,3,NA,NA,"ON","Stittsville",2025
"TTF Engineering Inc",45.314905,-75.885677,541330,"Engineering Services",0.975,5,NA,NA,"ON","Kanata",2025
"Tangram Solutions",45.492851,-75.689013,541330,"Engineering Services",0.585,3,NA,NA,"QC","Gatineau",2025
"Kije Sipi Limitee",45.434473,-75.733085,541330,"Engineering Services",0.975,5,NA,NA,"QC","Gatineau",2025
"Consultant Select",45.492655,-75.64615,541330,"Engineering Services",0.975,5,NA,NA,"QC","Gatineau",2025
"Infrastructel Inc",45.492013,-75.688899,541330,"Engineering Services",0.585,3,NA,NA,"QC","Gatineau",2025
"Larouche Conseil",45.492126,-75.707686,541330,"Engineering Services",1.95,10,NA,NA,"QC","Gatineau",2025
"RGIS LALIBERT TP",45.560577,-75.70614,541330,"Engineering Services",0.39,2,NA,NA,"QC","Cantley",2025
"Cosmel Corp",45.492947,-75.585266,541330,"Engineering Services",0.585,3,NA,NA,"QC","Gatineau",2025
"Plot Engineering",49.240644,-122.757162,541330,"Engineering Services",0.78,4,NA,NA,"BC","Port Coquitlam",2025
"Telder Engineering Ltd",49.4390792,-123.6972211,541330,"Engineering Services",0.585,3,NA,NA,"BC","Sechelt",2025
"Atra Engineering Inc",51.040601,-114.06092,541330,"Engineering Services",0.585,3,NA,NA,"AB","Calgary",2025
"Advanced Cert Canada Inc",43.505353,-80.529326,541330,"Engineering Services",0.585,3,NA,NA,"ON","Waterloo",2025
"Safe Engineering",43.448871,-80.475529,541330,"Engineering Services",0.585,3,NA,NA,"ON","Kitchener",2025
"Strik Baldinelli Moniz",43.382308,-80.500015,541330,"Engineering Services",1.95,10,NA,NA,"ON","Kitchener",2025
"Tracta Engineering Inc",47.790748,-64.962872,541330,"Engineering Services",0.585,3,NA,NA,"NB","Caraquet",2025
"Axis Machining Ltd",43.238675,-79.737536,541330,"Engineering Services",0.585,3,NA,NA,"ON","Hamilton",2025
"Kovinich & Assoc Engineers",45.085877,-74.708511,541330,"Engineering Services",0.585,3,NA,NA,"ON","Cornwall",2025
"Hantech Engineering Ltd",49.701908,-112.784282,541330,"Engineering Services",0.585,3,NA,NA,"AB","Lethbridge",2025
"Renaissance Home Staging",45.284272,-73.266705,541330,"Engineering Services",0.585,3,NA,NA,"QC","St Jn S Richlieu",2025
"Canadian Quest Logistics Inc",68.37389,-133.747108,541330,"Engineering Services",0.585,3,NA,NA,"NT","Inuvik",2025
"Sinani Consultants",63.74771343,-68.52165696,541330,"Engineering Services",0.585,3,NA,NA,"NU","Iqaluit",2025
"CPF Groupe Conseil Inc",46.364777,-72.597252,541330,"Engineering Services",0.585,3,NA,NA,"QC","Trois-Rivieres",2025
"Johnston Vermette Groupe CNSL",46.321465,-72.608192,541330,"Engineering Services",3.899,20,NA,NA,"QC","Trois-Rivieres",2025
"Julie Gosselin Dessinatrice En",46.2042323,-71.7511832,541330,"Engineering Services",0.585,3,NA,NA,"QC","Plessisville",2025
"Entreprise CPI",45.752392,-73.449486,541330,"Engineering Services",0.78,4,NA,NA,"QC","Repentigny",2025
"U T Comp Inc",43.4171151,-80.3167997,541330,"Engineering Services",1.755,9,NA,NA,"ON","Cambridge",2025
"Itrans Consulting Inc",43.4171151,-80.3167997,541330,"Engineering Services",0.585,3,NA,NA,"ON","Cambridge",2025
"TPM Engineering & Constr Ltd",43.405082,-80.298843,541330,"Engineering Services",1.17,6,NA,NA,"ON","Cambridge",2025
"Carew Colin",43.402201,-80.350157,541330,"Engineering Services",0.195,1,NA,NA,"ON","Cambridge",2025
"Ionic Automation & Machine Inc",43.430182,-80.375317,541330,"Engineering Services",0.585,3,NA,NA,"ON","Cambridge",2025
"Hrycay Consulting",43.551357,-80.224801,541330,"Engineering Services",0.585,3,NA,NA,"ON","Guelph",2025
"Resource H2O Inc",43.550538,-80.297557,541330,"Engineering Services",0.585,3,NA,NA,"ON","Guelph",2025
"Bellemare Pierre Consultant",46.521849,-72.751439,541330,"Engineering Services",0.195,1,NA,NA,"QC","Shawinigan",2025
"Mesar Inc",46.540022,-72.752121,541330,"Engineering Services",0.585,3,NA,NA,"QC","Shawinigan",2025
"HSB International Canada",45.463203,-73.716642,541330,"Engineering Services",0.78,4,NA,NA,"QC","Lachine",2025
"Bermel Engineering",53.5304875,-113.6177245,541330,"Engineering Services",0.585,3,NA,NA,"AB","Edmonton",2025
"David C Woodall Structural",51.149456,-114.250426,541330,"Engineering Services",6.432,33,NA,NA,"AB","Calgary",2025
"Morey Associates",44.998301,-75.655835,541330,"Engineering Services",0.585,3,NA,NA,"ON","Kemptville",2025
"Mac Infrared & Consulting",46.3396301269531,-62.8716468811035,541330,"Engineering Services",0.585,3,NA,NA,"PE","Mount Stewart",2025
"Bric Enterprises Inc",43.8824055,-78.8144607,541330,"Engineering Services",1.95,10,NA,NA,"ON","Oshawa",2025
"Leadership Services Inc",44.160164,-77.381821,541330,"Engineering Services",0.585,3,NA,NA,"ON","Belleville",2025
"Opus Daytonknight Consltng Ltd",60.7380735,-135.074639,541330,"Engineering Services",0.585,3,NA,NA,"YT","Whitehorse",2025
"Jacobs Engineering Group Inc",60.7223444,-135.0570336,541330,"Engineering Services",5.263,27,NA,NA,"YT","Whitehorse",2025
"Chuck Austin Engineering",60.785934,-135.168013,541330,"Engineering Services",0.195,1,NA,NA,"YT","Whitehorse",2025
"Herold Engineering Ltd",58.844724,-122.616741,541330,"Engineering Services",0.78,4,NA,NA,"BC","Fort Nelson",2025
"Noramtec",49.213813,-124.030066,541330,"Engineering Services",0.585,3,NA,NA,"BC","Nanaimo",2025
"Acoustique JSG",45.637243,-73.996917,541330,"Engineering Services",0.585,3,NA,NA,"QC","Mirabel",2025
"Sorenson Trilogy",49.245569,-124.050033,541330,"Engineering Services",0.585,3,NA,NA,"BC","Nanaimo",2025
"Norda Stelo",48.522062,-72.221402,541330,"Engineering Services",0.585,3,NA,NA,"QC","Roberval",2025
"Tulloch Contract Admin",46.27853,-83.222592,541330,"Engineering Services",0.585,3,NA,NA,"ON","Iron Bridge",2025
"Preven-Tech Inc",48.406389,-71.168509,541330,"Engineering Services",0.78,4,NA,NA,"QC","Jonquiere",2025
"Jewer Bailey Consultants Ltd",47.5883485,-52.7128703,541330,"Engineering Services",3.314,17,NA,NA,"NL","St. John's",2025
"Rowsell Appleby Newton Engrng",47.5251196,-52.8124718,541330,"Engineering Services",8.576,44,NA,NA,"NL","Mount Pearl",2025
"Renneberg Walker Engrng Assoc",53.5356535,-113.499306,541330,"Engineering Services",0.585,3,NA,NA,"AB","Edmonton",2025
"Binnie & Assoc",50.6761085,-120.3378175,541330,"Engineering Services",1.56,8,NA,NA,"BC","Kamloops",2025
"Cube",50.975822,-118.18549,541330,"Engineering Services",3.119,16,NA,NA,"BC","Revelstoke",2025
"Aml Wireless Networks Inc",49.9115714,-97.202781,336411,"Aircraft Manufacturing",15.905,33,NA,NA,"MB","Winnipeg",2025
"Concentric Associates Intl Inc",49.83181,-97.062242,541330,"Engineering Services",0.39,2,NA,NA,"MB","Winnipeg",2025
"Pro Engineering",49.890691,-97.210169,541330,"Engineering Services",0.585,3,NA,NA,"MB","Winnipeg",2025
"Fire Plan Strategies",49.881885,-97.092563,541330,"Engineering Services",0.78,4,NA,NA,"MB","Winnipeg",2025
"Manitoba Association-Native",49.911281,-97.19563,541330,"Engineering Services",0.585,3,NA,NA,"MB","Winnipeg",2025
"Trek Geotechnical Inc",49.91155,-97.19917,541330,"Engineering Services",0.585,3,NA,NA,"MB","Winnipeg",2025
"Tulloch Engineering",46.5200132,-84.2880962,541330,"Engineering Services",0.585,3,NA,NA,"ON","Sault Ste. Marie",2025
"Groundwork Engineering Ltd",44.260261,-76.585352,541330,"Engineering Services",0.78,4,NA,NA,"ON","Kingston",2025
"Keystone Bridge Mgmt Corp",44.218383,-76.569726,541330,"Engineering Services",0.585,3,NA,NA,"ON","Kingston",2025
"Les Soudures Orbitech Inc",45.495259,-73.750973,541330,"Engineering Services",3.899,20,NA,NA,"QC","Saint-Laurent-Ile-D'orleans",2025
"Bare Fire Protection Ltd",53.5548835,-113.630287,541330,"Engineering Services",0.585,3,NA,NA,"AB","Edmonton",2025
"Busque Engineering Calgary Ltd",50.92121,-114.069416,541330,"Engineering Services",0.195,1,NA,NA,"AB","Calgary",2025
"Crow Engineering Inc",53.302644,-113.527225,541330,"Engineering Services",0.78,4,NA,NA,"AB","Leduc",2025
"Uts Consultants",46.317991,-79.448978,541330,"Engineering Services",0.585,3,NA,NA,"ON","North Bay",2025
"Ecora Engineering & Resource",49.885371,-119.489898,541330,"Engineering Services",7.797,40,NA,NA,"BC","Kelowna",2025
"Elbury Consulting Ltd",49.830817,-119.389117,541330,"Engineering Services",0.585,3,NA,NA,"BC","Kelowna",2025
"Building Solutions Apogee Inc",50.489471,-104.609454,541330,"Engineering Services",1.95,10,NA,NA,"SK","Regina",2025
"Accipiter Radar Tech Inc",43.030539,-79.349008,541330,"Engineering Services",0.585,3,NA,NA,"ON","Fenwick",2025
"Mcintosh Perry Consltng Engrs",44.559879,-77.912574,541330,"Engineering Services",0.585,3,NA,NA,"ON","Havelock",2025
"BPR",45.780505,-74.0041815,541330,"Engineering Services",0.195,1,NA,NA,"QC","Saint-Jerome",2025
"Ingemax",45.775599,-74.0049468,541330,"Engineering Services",0.78,4,NA,NA,"QC","Saint-Jerome",2025
"Ingemel Expert",45.7989474,-74.0163039,541330,"Engineering Services",0.78,4,NA,NA,"QC","Saint-Jerome",2025
"S D Engineering Corp",44.3034753,-78.3197472,541330,"Engineering Services",0.585,3,NA,NA,"ON","Peterborough",2025
"Try Design",43.137719,-79.21098,541330,"Engineering Services",0.585,3,NA,NA,"ON","St Catharines",2025
"Niagara Engineering",43.167929,-79.273916,541330,"Engineering Services",0.39,2,NA,NA,"ON","St Catharines",2025
"Integra Engineering Ltd",53.252885,-110.005634,541330,"Engineering Services",6.822,35,NA,NA,"AB","Lloydminster",2025
"Solidearth Geotechnical",54.398389,-110.202431,541330,"Engineering Services",0.78,4,NA,NA,"AB","Cold Lake",2025
"BDK Engineering",42.400797,-82.184266,541330,"Engineering Services",1.95,10,NA,NA,"ON","Chatham",2025
"C & F Farkas",43.054185,-80.418048,541330,"Engineering Services",0.195,1,NA,NA,"ON","Harley",2025
"East Gate Fire Protctn Society",49.090085,-120.871743,541330,"Engineering Services",0.78,4,NA,NA,"BC","East Gate",2025
"Aviya Technologies",45.524067,-73.522871,541330,"Engineering Services",3.899,20,NA,NA,"QC","Longueuil",2025
"Dphv-Beloeil",45.553542,-73.225695,541330,"Engineering Services",0.78,4,NA,NA,"QC","Beloeil",2025
"Golder Construction Inc",45.562364,-73.470253,541330,"Engineering Services",0.78,4,NA,NA,"QC","Longueuil",2025
"LDV Consultants Inc",45.411651,-73.286965,541330,"Engineering Services",0.78,4,NA,NA,"QC","Chambly",2025
"R C Expert-Conseil",45.555532,-73.215272,541330,"Engineering Services",0.78,4,NA,NA,"QC","Sainte-Julie",2025
"7732899 Canada Inc",45.469589,-73.464408,541330,"Engineering Services",0.78,4,NA,NA,"QC","Brossard",2025
"AR Geotechnical Engrng Ltd",51.1088183,-113.9689944,541330,"Engineering Services",0.585,3,NA,NA,"AB","Calgary",2025
"Agile Communications Ltd",49.1832195,-123.069194,541330,"Engineering Services",0.585,3,NA,NA,"BC","Richmond",2025
"Stolberg Mill Construction Ltd",49.195299,-123.080633,541330,"Engineering Services",0.585,3,NA,NA,"BC","Richmond",2025
"Bap Acoustics Ltd",49.278374,-122.8376737,541330,"Engineering Services",0.39,2,NA,NA,"BC","Port Moody",2025
"Best West Engineers Ltd",49.279419,-122.793468,541330,"Engineering Services",0.585,3,NA,NA,"BC","Coquitlam",2025
"Kingsway Engineering Resources",49.53905,-123.968389,541330,"Engineering Services",0.78,4,NA,NA,"BC","Halfmoon Bay",2025
"Binnie Consulting",49.474083,-123.754707,541330,"Engineering Services",0.585,3,NA,NA,"BC","Sechelt",2025
"Base Tech Consulting Inc",44.043259,-79.464647,541330,"Engineering Services",0.39,2,NA,NA,"ON","Newmarket",2025
"Bba",52.9369158,-66.9238331,541330,"Engineering Services",0.585,3,NA,NA,"NL","Labrador City",2025
"ADI Limitee",47.370657,-68.308458,541330,"Engineering Services",0.78,4,NA,NA,"NB","Saint Basile",2025
"Golder Construction Inc",49.2574664,-123.0419607,541330,"Engineering Services",0.585,3,NA,NA,"BC","Vancouver",2025
"Silk Stevens Ltd",45.2599415,-66.075853,541330,"Engineering Services",0.975,5,NA,NA,"NB","Saint John",2025
"Hoadley Engineering Inc",45.270856,-66.061916,541330,"Engineering Services",8.187,42,NA,NA,"NB","Saint John",2025
"Current Engineering Ltd",42.297818,-83.018143,541330,"Engineering Services",0.585,3,NA,NA,"ON","Windsor",2025
"Tulloch Contract Admin",42.314613,-83.034881,541330,"Engineering Services",0.585,3,NA,NA,"ON","Windsor",2025
"ATS Robotics & Controls",42.249818,-83.090485,541330,"Engineering Services",0.585,3,NA,NA,"ON","Lasalle",2025
"DCD Engineering Ltd",53.483134,-113.479521,541330,"Engineering Services",0.585,3,NA,NA,"AB","Edmonton",2025
"Krahn Engineering Ltd",49.206361,-122.901512,541330,"Engineering Services",0.585,3,NA,NA,"BC","New Westminster",2025
"Dunwell Fire Protctn Svc Inc",43.829952,-79.02258,541330,"Engineering Services",0.78,4,NA,NA,"ON","Ajax",2025
"R J Burnside & Assoc Ltd",43.8345697,-79.0816704,541330,"Engineering Services",7.797,40,NA,NA,"ON","Pickering",2025
"Pdi Engineering Group Inc",45.3345291,-63.3051814,541330,"Engineering Services",0.585,3,NA,NA,"NS","Millbrook",2025
